### Data format: packings	densities	collisions	n_atoms	pressures_virial	pressures_collision	msds_val	msds_diffusion	times	std:pressures_virial	std:pressures_collision	std:msds_val	std:msds_diffusion	std:times
### Equilibration: 500000000 collisions.
0.471238898038	0.900000000	505000000	256000	9.68834231194138	10.763655701727046	0.254396920041292	0.035874752458463874	1.1818747101432716	0.0020187363195362917	0.002068492711572693	0.00026717758211462864	3.4628150722142274e-05	0.000250347921115518
0.471238898038	0.900000000	510000000	256000	9.68752759280017	10.76378967273509	0.4980042180788411	0.035114492999269935	2.3637163890795945	0.001189671271882987	0.0012646559040812384	0.0005338077667956792	3.7340654639685625e-05	0.0003062145960477418
0.471238898038	0.900000000	515000000	256000	9.687280875480932	10.763880266066447	0.7436784327433853	0.03495839436477543	3.545541698285047	0.0011362517602276445	0.0012788910397416651	0.0005599629397980204	2.75351720208911e-05	0.00046436961393849776
0.471238898038	0.900000000	520000000	256000	9.687519837453891	10.764093385212151	0.9906591071087659	0.034926986209533606	4.72728564518108	0.0010620849553874341	0.0011861409790574196	0.0009050499888873712	3.134342817894195e-05	0.0005742984521010381
0.471238898038	0.900000000	525000000	256000	9.687144067060704	10.763652760637028	1.2384890637166421	0.034930072215558154	5.909373578309943	0.0009273496609937052	0.0010662199794940494	0.0012176546710495337	3.4163666439835776e-05	0.0006453054328150477
0.471238898038	0.900000000	530000000	256000	9.686461761213199	10.762719882755118	1.4876810818725557	0.034961845044730364	7.091925813411715	0.0008888168717737774	0.001004352548261378	0.0012628268249016653	2.878513143502155e-05	0.0007295603841095023
0.471238898038	0.900000000	535000000	256000	9.686617921419721	10.76285492959676	1.7364895685151815	0.03497967388823555	8.273799077888508	0.0009288983713370356	0.0010540221207531236	0.0017610336503963854	3.343506612561964e-05	0.000893005498996865
0.471238898038	0.900000000	540000000	256000	9.686669046467932	10.763067362627158	1.9872449419640863	0.03502777581691409	9.45556449195668	0.00083925864812972	0.0009790446467661442	0.0018424629458227786	3.1025234719255095e-05	0.000947860159231481
0.471238898038	0.900000000	545000000	256000	9.686606039470133	10.762985510828706	2.2377018502004233	0.035059625559513495	10.637599160882083	0.0007864339085969737	0.0009394588121056688	0.00243950675400516	3.744037171716954e-05	0.001023189650649077
0.471238898038	0.900000000	550000000	256000	9.68660348022112	10.762981277780906	2.48929185071509	0.0351012992474677	11.819559750072294	0.0007863995810447591	0.000940492344235539	0.002570815117736378	3.543129974956984e-05	0.0011380848830692038
0.471238898038	0.900000000	555000000	256000	9.686685857848707	10.76301882079537	2.7406549406889718	0.035132634504700264	13.001465333322582	0.0006602343210037419	0.0007498518216772097	0.0027127518968204055	3.384568050680803e-05	0.0009982692899472986
0.471238898038	0.900000000	560000000	256000	9.686750720159411	10.763148696216344	2.9934511322410353	0.035175938969532985	14.183227919469497	0.0006069714961132833	0.00068133136461678	0.003391052623903467	3.863380649538063e-05	0.0009895844899026375
0.471238898038	0.900000000	565000000	256000	9.686646929554351	10.76298691923365	3.2459038049215905	0.03520787654866905	15.365418219700112	0.0006401982701351004	0.0006976820546980831	0.003948062955768834	4.142243097640754e-05	0.0010978672648236357
0.471238898038	0.900000000	570000000	256000	9.686608922857946	10.762976236814458	3.4988072718598966	0.035240255803974704	16.547391469375608	0.0005689475052359766	0.0006483521576618081	0.004479558734831571	4.379788683710371e-05	0.0010987035759673252
0.471238898038	0.900000000	575000000	256000	9.686530772268778	10.762787196700634	3.750516628112307	0.035256444354246505	17.729691254820732	0.0005729268694232884	0.0006261142199911726	0.004715470217914297	4.3099745858463874e-05	0.0011369113811510857
0.471238898038	0.900000000	580000000	256000	9.686367414232475	10.76266777732329	4.0049584565342995	0.035294858740911594	18.91190198820437	0.0005502724149168078	0.0006189744477238656	0.005357130486721534	4.641756289888448e-05	0.001198903311175112
0.471238898038	0.900000000	585000000	256000	9.686445753413741	10.762720396268223	4.256137358579736	0.03530225441296702	20.093787496779193	0.0005615382947504614	0.0005911301244743485	0.005850006722324261	4.754935420166141e-05	0.0012164887558507637
0.471238898038	0.900000000	590000000	256000	9.68647958490102	10.762784198857485	4.509824172161058	0.03532854026896105	21.275635947019264	0.0005098246109645423	0.0005884707919622921	0.0056134716733501205	4.307149258360457e-05	0.0012822714992737937
0.471238898038	0.900000000	595000000	256000	9.686367095817092	10.762645671971992	4.764072453401545	0.035355513595074016	22.45793431124204	0.0004773740192839485	0.0005586304354329288	0.006134867648251532	4.441778854536273e-05	0.0012849392540512884
0.471238898038	0.900000000	600000000	256000	9.686428811594869	10.762701915207632	5.01806962046493	0.035378672503432344	23.63979465677103	0.000480628024180897	0.0005559039544716188	0.007391057718537332	5.082951821777145e-05	0.0013459795275683774
0.471238898038	0.900000000	605000000	256000	9.686502228989296	10.76280376535364	5.2709637557796505	0.0353924097468553	24.821525343283103	0.00046746695307268646	0.0005186578601499268	0.00785617041472392	5.161078951826235e-05	0.0013185178241689043
0.471238898038	0.900000000	610000000	256000	9.686602679320266	10.762876169564034	5.52209831311111	0.03539354582022934	26.00330990539415	0.0004821449059430814	0.0005241492503996901	0.00846585066458446	5.316158856548949e-05	0.0013958788742836604
0.471238898038	0.900000000	615000000	256000	9.686602664416522	10.762945336547148	5.774410374593389	0.035401813140359825	27.185085922745962	0.0004858691151577835	0.0005178985206665655	0.00931280869003994	5.604858049391166e-05	0.0014419281781018285
0.471238898038	0.900000000	620000000	256000	9.686520174291836	10.762820196983784	6.02855396429211	0.0354194701915667	28.367409743073257	0.00044330782807980047	0.0005013270743211558	0.009245118175301098	5.333346709627676e-05	0.0014565349208975785
