0.281390709	18.695597751	0.036482872
0.281608875	18.794412273	0.034427842
0.281827041	18.720088140	0.040321642
0.282045207	18.776325376	0.040815466
0.282263373	18.888889046	0.047795976
0.282481539	18.769728644	0.042322713
0.282699706	18.797351813	0.053122500
0.282917872	18.947928360	0.043847949
0.283136038	18.962770241	0.044353832
0.283354204	18.936786780	0.043907823
0.283572370	18.933709450	0.038297438
0.283790536	18.974473024	0.040283186
0.284008703	19.007392607	0.041485215
0.284226869	19.067564640	0.038450741
0.284445035	19.102355429	0.041590665
0.284663201	19.104168583	0.039220480
0.284881367	19.083478554	0.043822356
0.285099533	19.115558914	0.038123143
0.285317699	19.206871235	0.044108071
0.285535866	19.184592838	0.037208964
0.285754032	19.164107970	0.042198216
