### \rho \sigma^3; Z_{MD}# 
0.100 1.239724
0.150 1.385949
0.200 1.553610
0.250 1.74628
0.300 1.96824
0.350 2.22460
0.400 2.52164
0.450 2.86682
0.500 3.26936
0.550 3.74070
0.600 4.2949
0.650 4.94967
0.700 5.7268
0.750 6.6552
0.800 7.7699
0.850 9.1186
0.900 10.7629
